,index,game,session,round,player,player_id,is_bot,displayed_choice_eta,player_choice_eta,timeChoice,timeResults
346,154,all_apps_wide_2024-12-06,5m4a8uoo,23,ciq5t1rm,1,False,,,,
347,155,all_apps_wide_2024-12-06,5m4a8uoo,23,uknfogys,2,False,,,,
348,156,all_apps_wide_2024-12-06,5m4a8uoo,23,0zsu29c4,3,True,,,,
349,157,all_apps_wide_2024-12-06,5m4a8uoo,23,qrad22bv,4,False,,,,
350,158,all_apps_wide_2024-12-06,5m4a8uoo,23,gnnpegs2,5,True,,,,
351,159,all_apps_wide_2024-12-06,5m4a8uoo,23,n0oeob1a,6,False,,,,
352,160,all_apps_wide_2024-12-06,5m4a8uoo,23,27vtfec0,7,False,,,,
353,161,all_apps_wide_2024-12-06,5m4a8uoo,24,ciq5t1rm,1,False,,,,
354,162,all_apps_wide_2024-12-06,5m4a8uoo,24,uknfogys,2,False,,,,
355,163,all_apps_wide_2024-12-06,5m4a8uoo,24,0zsu29c4,3,True,,,,
356,164,all_apps_wide_2024-12-06,5m4a8uoo,24,qrad22bv,4,False,,,,
357,165,all_apps_wide_2024-12-06,5m4a8uoo,24,gnnpegs2,5,True,,,,
358,166,all_apps_wide_2024-12-06,5m4a8uoo,24,n0oeob1a,6,False,,,,
359,167,all_apps_wide_2024-12-06,5m4a8uoo,24,27vtfec0,7,False,,,,
